Fecha,medio,Valor
20/07/2024,Conc. por carretera,455251
20/07/2024,Renfe Cercanías,323090
21/07/2024,Metro de Madrid,1085511
21/07/2024,EMT,592395
21/07/2024,Conc. por carretera,358281
21/07/2024,Renfe Cercanías,272982
22/07/2024,Metro de Madrid,1812121
22/07/2024,EMT,1200582
22/07/2024,Conc. por carretera,801015
22/07/2024,Renfe Cercanías,500155
23/07/2024,Metro de Madrid,1853498
23/07/2024,EMT,1216007
23/07/2024,Conc. por carretera,807732
23/07/2024,Renfe Cercanías,498793
24/07/2024,Metro de Madrid,1785405
24/07/2024,EMT,1196836
24/07/2024,Conc. por carretera,795687
24/07/2024,Renfe Cercanías,489928
25/07/2024,Metro de Madrid,1074398
25/07/2024,EMT,633235
25/07/2024,Conc. por carretera,418802
25/07/2024,Renfe Cercanías,286484
26/07/2024,Metro de Madrid,1534700
26/07/2024,EMT,1056155
26/07/2024,Conc. por carretera,697224
26/07/2024,Renfe Cercanías,418549
27/07/2024,Metro de Madrid,1153982
27/07/2024,EMT,695722
27/07/2024,Conc. por carretera,436334
27/07/2024,Renfe Cercanías,299984
28/07/2024,Metro de Madrid,944877
28/07/2024,EMT,555242
28/07/2024,Conc. por carretera,336637
28/07/2024,Renfe Cercanías,254524
29/07/2024,Metro de Madrid,1616150
29/07/2024,EMT,1111674
29/07/2024,Conc. por carretera,753996
29/07/2024,Renfe Cercanías,460980
30/07/2024,Metro de Madrid,1689064
30/07/2024,EMT,1156107
30/07/2024,Conc. por carretera,770249
30/07/2024,Renfe Cercanías,470552
31/07/2024,Metro de Madrid,1690655
31/07/2024,EMT,1155319
31/07/2024,Conc. por carretera,768835
31/07/2024,Renfe Cercanías,470194
01/08/2024,Metro de Madrid,1574533
01/08/2024,EMT,1047948
01/08/2024,Conc. por carretera,712445
01/08/2024,Renfe Cercanías,448143
02/08/2024,Metro de Madrid,1519857
02/08/2024,EMT,1020797
02/08/2024,Conc. por carretera,693401
02/08/2024,Renfe Cercanías,436454
03/08/2024,Metro de Madrid,1086868
03/08/2024,EMT,656754
03/08/2024,Conc. por carretera,428775
03/08/2024,Renfe Cercanías,296625
04/08/2024,Metro de Madrid,884830
04/08/2024,EMT,519491
04/08/2024,Conc. por carretera,328215
04/08/2024,Renfe Cercanías,245062
05/08/2024,Metro de Madrid,1412041
05/08/2024,EMT,973321
05/08/2024,Conc. por carretera,651041
05/08/2024,Renfe Cercanías,398622
06/08/2024,Metro de Madrid,1437138
06/08/2024,EMT,976122
06/08/2024,Conc. por carretera,649998
06/08/2024,Renfe Cercanías,414446
07/08/2024,Metro de Madrid,1440562
07/08/2024,EMT,970454
07/08/2024,Conc. por carretera,655240
07/08/2024,Renfe Cercanías,420991
08/08/2024,Metro de Madrid,1401361
08/08/2024,EMT,945987
08/08/2024,Conc. por carretera,635643
08/08/2024,Renfe Cercanías,409549
09/08/2024,Metro de Madrid,1382418
09/08/2024,EMT,925605
09/08/2024,Conc. por carretera,627217
09/08/2024,Renfe Cercanías,401718
10/08/2024,Metro de Madrid,1017887
10/08/2024,EMT,631604
10/08/2024,Conc. por carretera,392741
10/08/2024,Renfe Cercanías,276461
11/08/2024,Metro de Madrid,847628
11/08/2024,EMT,498159
11/08/2024,Conc. por carretera,312601
11/08/2024,Renfe Cercanías,233535
12/08/2024,Metro de Madrid,1314123
12/08/2024,EMT,915501
12/08/2024,Conc. por carretera,611642
12/08/2024,Renfe Cercanías,393844
13/08/2024,Metro de Madrid,1338635
13/08/2024,EMT,936447
13/08/2024,Conc. por carretera,623386
13/08/2024,Renfe Cercanías,401977
14/08/2024,Metro de Madrid,1374332
14/08/2024,EMT,944661
14/08/2024,Conc. por carretera,628331
14/08/2024,Renfe Cercanías,396681
15/08/2024,Metro de Madrid,963481
15/08/2024,EMT,560389
15/08/2024,Conc. por carretera,355616
15/08/2024,Renfe Cercanías,265442
16/08/2024,Metro de Madrid,1227609
16/08/2024,EMT,850324
16/08/2024,Conc. por carretera,558945
16/08/2024,Renfe Cercanías,341212
17/08/2024,Metro de Madrid,1021556
17/08/2024,EMT,611953
17/08/2024,Conc. por carretera,392161
17/08/2024,Renfe Cercanías,274391
18/08/2024,Metro de Madrid,836523
18/08/2024,EMT,490487
18/08/2024,Conc. por carretera,312440
18/08/2024,Renfe Cercanías,232568
19/08/2024,Metro de Madrid,1301768
19/08/2024,EMT,883774
19/08/2024,Conc. por carretera,618675
19/08/2024,Renfe Cercanías,383776
20/08/2024,Metro de Madrid,1352807
20/08/2024,EMT,910715
20/08/2024,Conc. por carretera,628196
20/08/2024,Renfe Cercanías,399504
21/08/2024,Metro de Madrid,1387009
21/08/2024,EMT,914998
21/08/2024,Conc. por carretera,637703
21/08/2024,Renfe Cercanías,407518
22/08/2024,Metro de Madrid,1354436
22/08/2024,EMT,905734
22/08/2024,Conc. por carretera,631456
22/08/2024,Renfe Cercanías,397486
23/08/2024,Metro de Madrid,1359875
23/08/2024,EMT,900564
23/08/2024,Conc. por carretera,631917
23/08/2024,Renfe Cercanías,399255
24/08/2024,Metro de Madrid,1024412
24/08/2024,EMT,609630
24/08/2024,Conc. por carretera,412840
24/08/2024,Renfe Cercanías,283133
25/08/2024,Metro de Madrid,945092
25/08/2024,EMT,503562
25/08/2024,Conc. por carretera,330927
25/08/2024,Renfe Cercanías,252064
26/08/2024,Metro de Madrid,1417128
26/08/2024,EMT,954127
26/08/2024,Conc. por carretera,668602
26/08/2024,Renfe Cercanías,418872
27/08/2024,Metro de Madrid,1489023
27/08/2024,EMT,1000458
27/08/2024,Conc. por carretera,693465
27/08/2024,Renfe Cercanías,433612
28/08/2024,Metro de Madrid,1557350
28/08/2024,EMT,1022357
28/08/2024,Conc. por carretera,704829
28/08/2024,Renfe Cercanías,443706
29/08/2024,Metro de Madrid,1507911
29/08/2024,EMT,991297
29/08/2024,Conc. por carretera,687434
29/08/2024,Renfe Cercanías,433228
30/08/2024,Metro de Madrid,1595123
30/08/2024,EMT,1037268
30/08/2024,Conc. por carretera,719657
30/08/2024,Renfe Cercanías,455862
31/08/2024,Metro de Madrid,1199671
31/08/2024,EMT,694836
31/08/2024,Conc. por carretera,461280
31/08/2024,Renfe Cercanías,330055
01/09/2024,Metro de Madrid,1087664
01/09/2024,EMT,585485
01/09/2024,Conc. por carretera,385247
01/09/2024,Renfe Cercanías,279763
02/09/2024,Metro de Madrid,1808145
02/09/2024,EMT,1300995
02/09/2024,Conc. por carretera,845316
02/09/2024,Renfe Cercanías,502288
03/09/2024,Metro de Madrid,1933075
03/09/2024,EMT,1328734
03/09/2024,Conc. por carretera,890822
03/09/2024,Renfe Cercanías,535344
04/09/2024,Metro de Madrid,2026049
04/09/2024,EMT,1354512
04/09/2024,Conc. por carretera,910218
04/09/2024,Renfe Cercanías,537714
05/09/2024,Metro de Madrid,2037047
05/09/2024,EMT,1354244
05/09/2024,Conc. por carretera,918311
05/09/2024,Renfe Cercanías,545835
06/09/2024,Metro de Madrid,2047048
06/09/2024,EMT,1349209
06/09/2024,Conc. por carretera,923961
06/09/2024,Renfe Cercanías,549108
07/09/2024,Metro de Madrid,1470915
07/09/2024,EMT,854740
07/09/2024,Conc. por carretera,543482
07/09/2024,Renfe Cercanías,370951
08/09/2024,Metro de Madrid,1303973
08/09/2024,EMT,593838
08/09/2024,Conc. por carretera,419036
08/09/2024,Renfe Cercanías,319660
09/09/2024,Metro de Madrid,2123953
09/09/2024,EMT,1543694
09/09/2024,Conc. por carretera,988372
09/09/2024,Renfe Cercanías,586937
10/09/2024,Metro de Madrid,2265168
10/09/2024,EMT,1652653
10/09/2024,Conc. por carretera,1093069
10/09/2024,Renfe Cercanías,624721
11/09/2024,Metro de Madrid,2307650
11/09/2024,EMT,1601675
11/09/2024,Conc. por carretera,1112060
11/09/2024,Renfe Cercanías,640098
12/09/2024,Metro de Madrid,2308062
12/09/2024,EMT,1625208
12/09/2024,Conc. por carretera,1091304
12/09/2024,Renfe Cercanías,633746
13/09/2024,Metro de Madrid,2340223
13/09/2024,EMT,1590084
13/09/2024,Conc. por carretera,1101856
13/09/2024,Renfe Cercanías,622688
14/09/2024,Metro de Madrid,1514224
14/09/2024,EMT,902208
14/09/2024,Conc. por carretera,559519
14/09/2024,Renfe Cercanías,388599
15/09/2024,Metro de Madrid,1247839
15/09/2024,EMT,686838
15/09/2024,Conc. por carretera,401577
15/09/2024,Renfe Cercanías,312622
16/09/2024,Metro de Madrid,2253535
16/09/2024,EMT,1625397
16/09/2024,Conc. por carretera,1104859
16/09/2024,Renfe Cercanías,631872
17/09/2024,Metro de Madrid,2399362
17/09/2024,EMT,1680523
17/09/2024,Conc. por carretera,1142492
17/09/2024,Renfe Cercanías,657194
18/09/2024,Metro de Madrid,2388287
18/09/2024,EMT,1697595
18/09/2024,Conc. por carretera,1154810
18/09/2024,Renfe Cercanías,659128
19/09/2024,Metro de Madrid,2396401
19/09/2024,EMT,1635098
19/09/2024,Conc. por carretera,1115171
19/09/2024,Renfe Cercanías,639777
20/09/2024,Metro de Madrid,2420793
20/09/2024,EMT,1664150
20/09/2024,Conc. por carretera,1151118
20/09/2024,Renfe Cercanías,632676
21/09/2024,Metro de Madrid,1600301
21/09/2024,EMT,940675
21/09/2024,Conc. por carretera,557802
21/09/2024,Renfe Cercanías,390671
22/09/2024,Metro de Madrid,1230468
22/09/2024,EMT,693901
22/09/2024,Conc. por carretera,394989
22/09/2024,Renfe Cercanías,317737
23/09/2024,Metro de Madrid,2289921
23/09/2024,EMT,1669436
23/09/2024,Conc. por carretera,1135593
23/09/2024,Renfe Cercanías,643073
24/09/2024,Metro de Madrid,2413210
24/09/2024,EMT,1716445
24/09/2024,Conc. por carretera,1163806
24/09/2024,Renfe Cercanías,667078
25/09/2024,Metro de Madrid,2411830
25/09/2024,EMT,1704515
25/09/2024,Conc. por carretera,1162515
25/09/2024,Renfe Cercanías,668648
26/09/2024,Metro de Madrid,2437031
26/09/2024,EMT,1690211
26/09/2024,Conc. por carretera,1161197
26/09/2024,Renfe Cercanías,665552
27/09/2024,Metro de Madrid,2485476
27/09/2024,EMT,1687133
27/09/2024,Conc. por carretera,1156063
27/09/2024,Renfe Cercanías,663339
28/09/2024,Metro de Madrid,1675614
28/09/2024,EMT,983178
28/09/2024,Conc. por carretera,584054
28/09/2024,Renfe Cercanías,412981
29/09/2024,Metro de Madrid,1292523
29/09/2024,EMT,717636
29/09/2024,Conc. por carretera,403312
29/09/2024,Renfe Cercanías,322693
30/09/2024,Metro de Madrid,2307713
30/09/2024,EMT,1700170
30/09/2024,Conc. por carretera,1138444
30/09/2024,Renfe Cercanías,651538
01/10/2024,Metro de Madrid,2428829
01/10/2024,EMT,1760255
01/10/2024,Conc. por carretera,1184637
01/10/2024,Renfe Cercanías,677986
02/10/2024,Metro de Madrid,2455128
02/10/2024,EMT,1756133
02/10/2024,Conc. por carretera,1176610
02/10/2024,Renfe Cercanías,682386
03/10/2024,Metro de Madrid,2497658
03/10/2024,EMT,1773306
03/10/2024,Conc. por carretera,1192149
03/10/2024,Renfe Cercanías,684014
04/10/2024,Metro de Madrid,2535551
04/10/2024,EMT,1762400
04/10/2024,Conc. por carretera,1207740
04/10/2024,Renfe Cercanías,680690
05/10/2024,Metro de Madrid,1785599
05/10/2024,EMT,985045
05/10/2024,Conc. por carretera,605112
05/10/2024,Renfe Cercanías,442849
06/10/2024,Metro de Madrid,1323705
06/10/2024,EMT,671683
06/10/2024,Conc. por carretera,403602
06/10/2024,Renfe Cercanías,338082
07/10/2024,Metro de Madrid,2342871
07/10/2024,EMT,1669430
07/10/2024,Conc. por carretera,1111279
07/10/2024,Renfe Cercanías,648411
08/10/2024,Metro de Madrid,2457555
08/10/2024,EMT,1758621
08/10/2024,Conc. por carretera,1171267
08/10/2024,Renfe Cercanías,675736
09/10/2024,Metro de Madrid,2470400
09/10/2024,EMT,1703281
09/10/2024,Conc. por carretera,1107163
09/10/2024,Renfe Cercanías,660720
10/10/2024,Metro de Madrid,2567621
10/10/2024,EMT,1779682
10/10/2024,Conc. por carretera,1203910
10/10/2024,Renfe Cercanías,664863
11/10/2024,Metro de Madrid,2522637
11/10/2024,EMT,1730082
11/10/2024,Conc. por carretera,1150133
11/10/2024,Renfe Cercanías,631158
12/10/2024,Metro de Madrid,1549086
12/10/2024,EMT,726955
12/10/2024,Conc. por carretera,450800
12/10/2024,Renfe Cercanías,343437
13/10/2024,Metro de Madrid,1310908
13/10/2024,EMT,717408
13/10/2024,Conc. por carretera,407143
13/10/2024,Renfe Cercanías,332212
14/10/2024,Metro de Madrid,2338500
14/10/2024,EMT,1716165
14/10/2024,Conc. por carretera,1149875
14/10/2024,Renfe Cercanías,660648
15/10/2024,Metro de Madrid,2431619
15/10/2024,EMT,1740290
15/10/2024,Conc. por carretera,1161565
15/10/2024,Renfe Cercanías,675960
16/10/2024,Metro de Madrid,2470511
16/10/2024,EMT,1722274
16/10/2024,Conc. por carretera,1147958
16/10/2024,Renfe Cercanías,679455
17/10/2024,Metro de Madrid,2513021
17/10/2024,EMT,1729435
17/10/2024,Conc. por carretera,1153021
17/10/2024,Renfe Cercanías,675118
18/10/2024,Metro de Madrid,2562176
18/10/2024,EMT,1753145
18/10/2024,Conc. por carretera,1194960
18/10/2024,Renfe Cercanías,675449
19/10/2024,Metro de Madrid,1760823
19/10/2024,EMT,986877
19/10/2024,Conc. por carretera,595960
19/10/2024,Renfe Cercanías,400551
20/10/2024,Metro de Madrid,1319589
20/10/2024,EMT,720740
20/10/2024,Conc. por carretera,400489
20/10/2024,Renfe Cercanías,319273
21/10/2024,Metro de Madrid,2362891
21/10/2024,EMT,1727284
21/10/2024,Conc. por carretera,1157701
21/10/2024,Renfe Cercanías,650987
22/10/2024,Metro de Madrid,2514082
22/10/2024,EMT,1770552
22/10/2024,Conc. por carretera,1185342
22/10/2024,Renfe Cercanías,686614
23/10/2024,Metro de Madrid,2544807
23/10/2024,EMT,1762092
23/10/2024,Conc. por carretera,1180346
23/10/2024,Renfe Cercanías,688658
24/10/2024,Metro de Madrid,2517564
24/10/2024,EMT,1768935
24/10/2024,Conc. por carretera,1182768
24/10/2024,Renfe Cercanías,684527
25/10/2024,Metro de Madrid,2581212
25/10/2024,EMT,1729336
25/10/2024,Conc. por carretera,1185604
25/10/2024,Renfe Cercanías,673577
26/10/2024,Metro de Madrid,1820992
26/10/2024,EMT,958262
26/10/2024,Conc. por carretera,568677
26/10/2024,Renfe Cercanías,317112
27/10/2024,Metro de Madrid,1307687
27/10/2024,EMT,686702
27/10/2024,Conc. por carretera,384978
27/10/2024,Renfe Cercanías,314684
28/10/2024,Metro de Madrid,2477733
28/10/2024,EMT,1178247
28/10/2024,Conc. por carretera,786395
28/10/2024,Renfe Cercanías,703411
29/10/2024,Metro de Madrid,2480424
29/10/2024,EMT,1594843
29/10/2024,Conc. por carretera,1062766
29/10/2024,Renfe Cercanías,669011
30/10/2024,Metro de Madrid,2532298
30/10/2024,EMT,1729208
30/10/2024,Conc. por carretera,1145717
30/10/2024,Renfe Cercanías,684630
31/10/2024,Metro de Madrid,2689458
31/10/2024,EMT,1790857
31/10/2024,Conc. por carretera,1221809
31/10/2024,Renfe Cercanías,696931
01/11/2024,Metro de Madrid,1474201
01/11/2024,EMT,784348
01/11/2024,Conc. por carretera,474753
01/11/2024,Renfe Cercanías,332562
02/11/2024,Metro de Madrid,1577024
02/11/2024,EMT,913399
02/11/2024,Conc. por carretera,536932
02/11/2024,Renfe Cercanías,345129
03/11/2024,Metro de Madrid,1248664
03/11/2024,EMT,671495
03/11/2024,Conc. por carretera,386020
03/11/2024,Renfe Cercanías,285147
04/11/2024,Metro de Madrid,2347356
04/11/2024,EMT,1683686
04/11/2024,Conc. por carretera,1120089
04/11/2024,Renfe Cercanías,651535
05/11/2024,Metro de Madrid,2506175
05/11/2024,EMT,1755362
05/11/2024,Conc. por carretera,1166943
05/11/2024,Renfe Cercanías,686172
06/11/2024,Metro de Madrid,2535716
06/11/2024,EMT,1763678
06/11/2024,Conc. por carretera,1176209
06/11/2024,Renfe Cercanías,694492
07/11/2024,Metro de Madrid,2527541
07/11/2024,EMT,1763605
07/11/2024,Conc. por carretera,1174300
07/11/2024,Renfe Cercanías,689489
08/11/2024,Metro de Madrid,2568631
08/11/2024,EMT,1733806
08/11/2024,Conc. por carretera,1177003
08/11/2024,Renfe Cercanías,677762
09/11/2024,Metro de Madrid,1727221
09/11/2024,EMT,891851
09/11/2024,Conc. por carretera,569128
09/11/2024,Renfe Cercanías,415077
10/11/2024,Metro de Madrid,1293345
10/11/2024,EMT,699472
10/11/2024,Conc. por carretera,394964
10/11/2024,Renfe Cercanías,323319
11/11/2024,Metro de Madrid,2393150
11/11/2024,EMT,1687001
11/11/2024,Conc. por carretera,1110350
11/11/2024,Renfe Cercanías,662823
12/11/2024,Metro de Madrid,2484037
12/11/2024,EMT,1745523
12/11/2024,Conc. por carretera,1143782
12/11/2024,Renfe Cercanías,678622
13/11/2024,Metro de Madrid,2478468
13/11/2024,EMT,1670620
13/11/2024,Conc. por carretera,1116142
13/11/2024,Renfe Cercanías,664533
14/11/2024,Metro de Madrid,2498651
14/11/2024,EMT,1731373
14/11/2024,Conc. por carretera,1149208
14/11/2024,Renfe Cercanías,677107
15/11/2024,Metro de Madrid,2566905
15/11/2024,EMT,1716985
15/11/2024,Conc. por carretera,1163878
15/11/2024,Renfe Cercanías,674418
16/11/2024,Metro de Madrid,1756434
16/11/2024,EMT,987861
16/11/2024,Conc. por carretera,574106
16/11/2024,Renfe Cercanías,424738
17/11/2024,Metro de Madrid,1317871
17/11/2024,EMT,719103
17/11/2024,Conc. por carretera,398238
17/11/2024,Renfe Cercanías,337893
18/11/2024,Metro de Madrid,2381845
18/11/2024,EMT,1709104
18/11/2024,Conc. por carretera,1134275
18/11/2024,Renfe Cercanías,660828
19/11/2024,Metro de Madrid,2493263
19/11/2024,EMT,1745488
19/11/2024,Conc. por carretera,1167608
19/11/2024,Renfe Cercanías,685046
20/11/2024,Metro de Madrid,2537142
20/11/2024,EMT,1769312
20/11/2024,Conc. por carretera,1164434
20/11/2024,Renfe Cercanías,695628
21/11/2024,Metro de Madrid,2544040
21/11/2024,EMT,1727732
21/11/2024,Conc. por carretera,1152610
21/11/2024,Renfe Cercanías,681776
22/11/2024,Metro de Madrid,2621743
22/11/2024,EMT,1737128
22/11/2024,Conc. por carretera,1178823
22/11/2024,Renfe Cercanías,684181
23/11/2024,Metro de Madrid,1803141
23/11/2024,EMT,975436
23/11/2024,Conc. por carretera,571371
23/11/2024,Renfe Cercanías,432376
24/11/2024,Metro de Madrid,1337813
24/11/2024,EMT,703604
24/11/2024,Conc. por carretera,398651
24/11/2024,Renfe Cercanías,335599
25/11/2024,Metro de Madrid,2379559
25/11/2024,EMT,1655045
25/11/2024,Conc. por carretera,1104515
25/11/2024,Renfe Cercanías,650147
26/11/2024,Metro de Madrid,2486822
26/11/2024,EMT,1756784
26/11/2024,Conc. por carretera,1166003
26/11/2024,Renfe Cercanías,685388
27/11/2024,Metro de Madrid,2541525
27/11/2024,EMT,1767299
27/11/2024,Conc. por carretera,1172433
27/11/2024,Renfe Cercanías,699613
28/11/2024,Metro de Madrid,2724600
28/11/2024,EMT,1473820
28/11/2024,Conc. por carretera,932444
28/11/2024,Renfe Cercanías,740188
29/11/2024,Metro de Madrid,2783341
29/11/2024,EMT,1516741
29/11/2024,Conc. por carretera,966439
29/11/2024,Renfe Cercanías,728017
30/11/2024,Metro de Madrid,2021444
30/11/2024,EMT,1070816
30/11/2024,Conc. por carretera,601815
30/11/2024,Renfe Cercanías,484224
01/12/2024,Metro de Madrid,1471492
01/12/2024,EMT,796282
01/12/2024,Conc. por carretera,409805
01/12/2024,Renfe Cercanías,366813
02/12/2024,Metro de Madrid,2424877
02/12/2024,EMT,1725463
02/12/2024,Conc. por carretera,1112090
02/12/2024,Renfe Cercanías,667642
03/12/2024,Metro de Madrid,2524591
03/12/2024,EMT,1781744
03/12/2024,Conc. por carretera,1146394
03/12/2024,Renfe Cercanías,689888
04/12/2024,Metro de Madrid,2555014
04/12/2024,EMT,1770613
04/12/2024,Conc. por carretera,1145430
04/12/2024,Renfe Cercanías,698498
05/12/2024,Metro de Madrid,2573286
05/12/2024,EMT,1730277
05/12/2024,Conc. por carretera,1113376
05/12/2024,Renfe Cercanías,689938
06/12/2024,Metro de Madrid,1721489
06/12/2024,EMT,857224
06/12/2024,Conc. por carretera,506472
06/12/2024,Renfe Cercanías,429431
07/12/2024,Metro de Madrid,1796041
07/12/2024,EMT,947708
07/12/2024,Conc. por carretera,537458
07/12/2024,Renfe Cercanías,429679
08/12/2024,Metro de Madrid,1382449
08/12/2024,EMT,690480
08/12/2024,Conc. por carretera,368389
08/12/2024,Renfe Cercanías,335080
09/12/2024,Metro de Madrid,2373180
09/12/2024,EMT,1637779
09/12/2024,Conc. por carretera,1051256
09/12/2024,Renfe Cercanías,648870
10/12/2024,Metro de Madrid,2506002
10/12/2024,EMT,1738823
10/12/2024,Conc. por carretera,1124077
10/12/2024,Renfe Cercanías,682727
11/12/2024,Metro de Madrid,2589519
11/12/2024,EMT,1736242
11/12/2024,Conc. por carretera,1127977
11/12/2024,Renfe Cercanías,688086
12/12/2024,Metro de Madrid,2584060
12/12/2024,EMT,1747974
12/12/2024,Conc. por carretera,1130089
12/12/2024,Renfe Cercanías,689970
13/12/2024,Metro de Madrid,2700045
13/12/2024,EMT,1745357
13/12/2024,Conc. por carretera,1141967
13/12/2024,Renfe Cercanías,681892
14/12/2024,Metro de Madrid,2023685
14/12/2024,EMT,1040887
14/12/2024,Conc. por carretera,588518
14/12/2024,Renfe Cercanías,463214
15/12/2024,Metro de Madrid,1488607
15/12/2024,EMT,749322
15/12/2024,Conc. por carretera,405069
15/12/2024,Renfe Cercanías,354415
16/12/2024,Metro de Madrid,2432984
16/12/2024,EMT,1704059
16/12/2024,Conc. por carretera,1090952
16/12/2024,Renfe Cercanías,656516
17/12/2024,Metro de Madrid,2536026
17/12/2024,EMT,1750039
17/12/2024,Conc. por carretera,1117939
17/12/2024,Renfe Cercanías,678908
18/12/2024,Metro de Madrid,2575136
18/12/2024,EMT,1747642
18/12/2024,Conc. por carretera,1115288
18/12/2024,Renfe Cercanías,698062
19/12/2024,Metro de Madrid,2597292
19/12/2024,EMT,1731398
19/12/2024,Conc. por carretera,1110593
19/12/2024,Renfe Cercanías,684582
20/12/2024,Metro de Madrid,2609520
20/12/2024,EMT,1716393
20/12/2024,Conc. por carretera,1094965
20/12/2024,Renfe Cercanías,668542
21/12/2024,Metro de Madrid,1848274
21/12/2024,EMT,1021502
21/12/2024,Conc. por carretera,586122
21/12/2024,Renfe Cercanías,457318
22/12/2024,Metro de Madrid,1481194
22/12/2024,EMT,764626
22/12/2024,Conc. por carretera,439096
22/12/2024,Renfe Cercanías,381314
23/12/2024,Metro de Madrid,2043613
23/12/2024,EMT,1363812
23/12/2024,Conc. por carretera,819379
23/12/2024,Renfe Cercanías,552528
24/12/2024,Metro de Madrid,1192842
24/12/2024,EMT,788166
24/12/2024,Conc. por carretera,482573
24/12/2024,Renfe Cercanías,321993
25/12/2024,Metro de Madrid,737030
25/12/2024,EMT,385907
25/12/2024,Conc. por carretera,200445
25/12/2024,Renfe Cercanías,204511
26/12/2024,Metro de Madrid,1951754
26/12/2024,EMT,1254546
26/12/2024,Conc. por carretera,768149
26/12/2024,Renfe Cercanías,540221
27/12/2024,Metro de Madrid,2013880
27/12/2024,EMT,1286719
27/12/2024,Conc. por carretera,783655
27/12/2024,Renfe Cercanías,534964
28/12/2024,Metro de Madrid,1643158
28/12/2024,EMT,930486
28/12/2024,Conc. por carretera,523048
28/12/2024,Renfe Cercanías,414793
29/12/2024,Metro de Madrid,1363712
29/12/2024,EMT,728759
29/12/2024,Conc. por carretera,402071
29/12/2024,Renfe Cercanías,356975
30/12/2024,Metro de Madrid,1926975
30/12/2024,EMT,1275042
30/12/2024,Conc. por carretera,766063
30/12/2024,Renfe Cercanías,506187
31/12/2024,Metro de Madrid,1386731
31/12/2024,EMT,775211
31/12/2024,Conc. por carretera,466105
31/12/2024,Renfe Cercanías,325219
01/01/2025,Metro de Madrid,779566
01/01/2025,EMT,361692
01/01/2025,Conc. por carretera,187661
01/01/2025,Renfe Cercanías,187476
02/01/2025,Metro de Madrid,1884163
02/01/2025,EMT,1228208
02/01/2025,Conc. por carretera,738927
02/01/2025,Renfe Cercanías,493076
03/01/2025,Metro de Madrid,1967171
03/01/2025,EMT,1273047
03/01/2025,Conc. por carretera,769731
03/01/2025,Renfe Cercanías,503946
04/01/2025,Metro de Madrid,1554554
04/01/2025,EMT,887162
04/01/2025,Conc. por carretera,501145
04/01/2025,Renfe Cercanías,369702
05/01/2025,Metro de Madrid,1310346
05/01/2025,EMT,642595
05/01/2025,Conc. por carretera,340736
05/01/2025,Renfe Cercanías,301094
06/01/2025,Metro de Madrid,883436
06/01/2025,EMT,491655
06/01/2025,Conc. por carretera,268595
06/01/2025,Renfe Cercanías,226623
07/01/2025,Metro de Madrid,1922846
07/01/2025,EMT,1316596
07/01/2025,Conc. por carretera,800390
07/01/2025,Renfe Cercanías,510780
08/01/2025,Metro de Madrid,2241215
08/01/2025,EMT,1640779
08/01/2025,Conc. por carretera,1016013
08/01/2025,Renfe Cercanías,605914
09/01/2025,Metro de Madrid,2279314
09/01/2025,EMT,1684931
09/01/2025,Conc. por carretera,1033289
09/01/2025,Renfe Cercanías,613647
10/01/2025,Metro de Madrid,2373526
10/01/2025,EMT,1653115
10/01/2025,Conc. por carretera,1066204
10/01/2025,Renfe Cercanías,624561
11/01/2025,Metro de Madrid,1625601
11/01/2025,EMT,968185
11/01/2025,Conc. por carretera,533409
11/01/2025,Renfe Cercanías,394227
12/01/2025,Metro de Madrid,1247428
12/01/2025,EMT,682481
12/01/2025,Conc. por carretera,364414
12/01/2025,Renfe Cercanías,302917
13/01/2025,Metro de Madrid,2245673
13/01/2025,EMT,1625330
13/01/2025,Conc. por carretera,1042354
13/01/2025,Renfe Cercanías,612116
14/01/2025,Metro de Madrid,2335102
14/01/2025,EMT,1662515
14/01/2025,Conc. por carretera,1054434
14/01/2025,Renfe Cercanías,624426
15/01/2025,Metro de Madrid,2382711
15/01/2025,EMT,1657880
15/01/2025,Conc. por carretera,1036738
15/01/2025,Renfe Cercanías,652284
16/01/2025,Metro de Madrid,2417461
16/01/2025,EMT,1648757
16/01/2025,Conc. por carretera,1034482
16/01/2025,Renfe Cercanías,648674
17/01/2025,Metro de Madrid,2470126
17/01/2025,EMT,1655121
17/01/2025,Conc. por carretera,1063404
17/01/2025,Renfe Cercanías,655724
18/01/2025,Metro de Madrid,1711512
18/01/2025,EMT,941097
18/01/2025,Conc. por carretera,519818
18/01/2025,Renfe Cercanías,410626
19/01/2025,Metro de Madrid,1289700
19/01/2025,EMT,682772
19/01/2025,Conc. por carretera,346140
19/01/2025,Renfe Cercanías,319663
20/01/2025,Metro de Madrid,2269724
20/01/2025,EMT,1554709
20/01/2025,Conc. por carretera,987101
20/01/2025,Renfe Cercanías,615606
21/01/2025,Metro de Madrid,2403374
21/01/2025,EMT,1598993
21/01/2025,Conc. por carretera,1000255
21/01/2025,Renfe Cercanías,630582
22/01/2025,Metro de Madrid,2499004
22/01/2025,EMT,1656246
22/01/2025,Conc. por carretera,1025747
22/01/2025,Renfe Cercanías,535249
23/01/2025,Metro de Madrid,2485391
23/01/2025,EMT,1677882
23/01/2025,Conc. por carretera,1049845
23/01/2025,Renfe Cercanías,628857
24/01/2025,Metro de Madrid,2495007
24/01/2025,EMT,1673825
24/01/2025,Conc. por carretera,1058406
24/01/2025,Renfe Cercanías,660765
25/01/2025,Metro de Madrid,1752950
25/01/2025,EMT,934296
