Fecha,medio,Valor
08/07/2023,Renfe Cercanías,342650
09/07/2023,Metro de Madrid,984277
09/07/2023,EMT,694506
09/07/2023,Conc. por carretera,339484
09/07/2023,Renfe Cercanías,279302
10/07/2023,Metro de Madrid,1762535
10/07/2023,EMT,1352594
10/07/2023,Conc. por carretera,779437
10/07/2023,Renfe Cercanías,517525
11/07/2023,Metro de Madrid,1818676
11/07/2023,EMT,1388228
11/07/2023,Conc. por carretera,788583
11/07/2023,Renfe Cercanías,529871
12/07/2023,Metro de Madrid,1843183
12/07/2023,EMT,1407453
12/07/2023,Conc. por carretera,803987
12/07/2023,Renfe Cercanías,540256
13/07/2023,Metro de Madrid,1838211
13/07/2023,EMT,1396974
13/07/2023,Conc. por carretera,798492
13/07/2023,Renfe Cercanías,535216
14/07/2023,Metro de Madrid,1804427
14/07/2023,EMT,1349742
14/07/2023,Conc. por carretera,772367
14/07/2023,Renfe Cercanías,528877
15/07/2023,Metro de Madrid,1243241
15/07/2023,EMT,850130
15/07/2023,Conc. por carretera,435707
15/07/2023,Renfe Cercanías,346693
16/07/2023,Metro de Madrid,960502
16/07/2023,EMT,666103
16/07/2023,Conc. por carretera,327019
16/07/2023,Renfe Cercanías,274302
17/07/2023,Metro de Madrid,1669025
17/07/2023,EMT,1274877
17/07/2023,Conc. por carretera,736376
17/07/2023,Renfe Cercanías,501059
18/07/2023,Metro de Madrid,1754997
18/07/2023,EMT,1300294
18/07/2023,Conc. por carretera,744962
18/07/2023,Renfe Cercanías,507886
19/07/2023,Metro de Madrid,1745018
19/07/2023,EMT,1312646
19/07/2023,Conc. por carretera,746703
19/07/2023,Renfe Cercanías,511651
20/07/2023,Metro de Madrid,1739075
20/07/2023,EMT,1316219
20/07/2023,Conc. por carretera,753087
20/07/2023,Renfe Cercanías,512957
21/07/2023,Metro de Madrid,1686320
21/07/2023,EMT,1285314
21/07/2023,Conc. por carretera,734014
21/07/2023,Renfe Cercanías,501450
22/07/2023,Metro de Madrid,1152236
22/07/2023,EMT,831925
22/07/2023,Conc. por carretera,417218
22/07/2023,Renfe Cercanías,325858
23/07/2023,Metro de Madrid,935984
23/07/2023,EMT,695163
23/07/2023,Conc. por carretera,333463
23/07/2023,Renfe Cercanías,267421
24/07/2023,Metro de Madrid,1595899
24/07/2023,EMT,1248407
24/07/2023,Conc. por carretera,716603
24/07/2023,Renfe Cercanías,490890
25/07/2023,Metro de Madrid,1651766
25/07/2023,EMT,1281402
25/07/2023,Conc. por carretera,727848
25/07/2023,Renfe Cercanías,507021
26/07/2023,Metro de Madrid,1677090
26/07/2023,EMT,1276895
26/07/2023,Conc. por carretera,738174
26/07/2023,Renfe Cercanías,508790
27/07/2023,Metro de Madrid,1640880
27/07/2023,EMT,1247592
27/07/2023,Conc. por carretera,721269
27/07/2023,Renfe Cercanías,497248
28/07/2023,Metro de Madrid,1583712
28/07/2023,EMT,1213542
28/07/2023,Conc. por carretera,694446
28/07/2023,Renfe Cercanías,483885
29/07/2023,Metro de Madrid,1087656
29/07/2023,EMT,779856
29/07/2023,Conc. por carretera,393066
29/07/2023,Renfe Cercanías,309380
30/07/2023,Metro de Madrid,867870
30/07/2023,EMT,617633
30/07/2023,Conc. por carretera,303355
30/07/2023,Renfe Cercanías,253715
31/07/2023,Metro de Madrid,1436687
31/07/2023,EMT,1132891
31/07/2023,Conc. por carretera,646071
31/07/2023,Renfe Cercanías,451434
01/08/2023,Metro de Madrid,1417900
01/08/2023,EMT,1094611
01/08/2023,Conc. por carretera,627376
01/08/2023,Renfe Cercanías,444338
02/08/2023,Metro de Madrid,1412359
02/08/2023,EMT,1080369
02/08/2023,Conc. por carretera,626494
02/08/2023,Renfe Cercanías,440551
03/08/2023,Metro de Madrid,1402627
03/08/2023,EMT,1071987
03/08/2023,Conc. por carretera,626333
03/08/2023,Renfe Cercanías,425233
04/08/2023,Metro de Madrid,1381633
04/08/2023,EMT,1045503
04/08/2023,Conc. por carretera,608695
04/08/2023,Renfe Cercanías,430374
05/08/2023,Metro de Madrid,977617
05/08/2023,EMT,721369
05/08/2023,Conc. por carretera,368069
05/08/2023,Renfe Cercanías,292508
06/08/2023,Metro de Madrid,793101
06/08/2023,EMT,575547
06/08/2023,Conc. por carretera,285285
06/08/2023,Renfe Cercanías,241328
07/08/2023,Metro de Madrid,1265729
07/08/2023,EMT,1002288
07/08/2023,Conc. por carretera,557989
07/08/2023,Renfe Cercanías,403456
08/08/2023,Metro de Madrid,1291204
08/08/2023,EMT,1013214
08/08/2023,Conc. por carretera,570957
08/08/2023,Renfe Cercanías,407120
09/08/2023,Metro de Madrid,1271405
09/08/2023,EMT,979668
09/08/2023,Conc. por carretera,558846
09/08/2023,Renfe Cercanías,398766
10/08/2023,Metro de Madrid,1267427
10/08/2023,EMT,991371
10/08/2023,Conc. por carretera,561521
10/08/2023,Renfe Cercanías,402318
11/08/2023,Metro de Madrid,1247796
11/08/2023,EMT,974273
11/08/2023,Conc. por carretera,555803
11/08/2023,Renfe Cercanías,397135
12/08/2023,Metro de Madrid,889524
12/08/2023,EMT,662782
12/08/2023,Conc. por carretera,344239
12/08/2023,Renfe Cercanías,264911
13/08/2023,Metro de Madrid,754380
13/08/2023,EMT,540674
13/08/2023,Conc. por carretera,276052
13/08/2023,Renfe Cercanías,226115
14/08/2023,Metro de Madrid,1137717
14/08/2023,EMT,909671
14/08/2023,Conc. por carretera,494399
14/08/2023,Renfe Cercanías,339227
15/08/2023,Metro de Madrid,810744
15/08/2023,EMT,582713
15/08/2023,Conc. por carretera,302492
15/08/2023,Renfe Cercanías,244900
16/08/2023,Metro de Madrid,1219177
16/08/2023,EMT,967520
16/08/2023,Conc. por carretera,551213
16/08/2023,Renfe Cercanías,392626
17/08/2023,Metro de Madrid,1213174
17/08/2023,EMT,962059
17/08/2023,Conc. por carretera,546440
17/08/2023,Renfe Cercanías,388658
18/08/2023,Metro de Madrid,1210669
18/08/2023,EMT,956390
18/08/2023,Conc. por carretera,544046
18/08/2023,Renfe Cercanías,389282
19/08/2023,Metro de Madrid,878778
19/08/2023,EMT,658936
19/08/2023,Conc. por carretera,344723
19/08/2023,Renfe Cercanías,266027
20/08/2023,Metro de Madrid,739665
20/08/2023,EMT,526815
20/08/2023,Conc. por carretera,270249
20/08/2023,Renfe Cercanías,228064
21/08/2023,Metro de Madrid,1221361
21/08/2023,EMT,949072
21/08/2023,Conc. por carretera,550738
21/08/2023,Renfe Cercanías,391724
22/08/2023,Metro de Madrid,1244390
22/08/2023,EMT,974934
22/08/2023,Conc. por carretera,561822
22/08/2023,Renfe Cercanías,393827
23/08/2023,Metro de Madrid,1268467
23/08/2023,EMT,985665
23/08/2023,Conc. por carretera,570266
23/08/2023,Renfe Cercanías,400808
24/08/2023,Metro de Madrid,1265916
24/08/2023,EMT,985269
24/08/2023,Conc. por carretera,574008
24/08/2023,Renfe Cercanías,397791
25/08/2023,Metro de Madrid,1271755
25/08/2023,EMT,997288
25/08/2023,Conc. por carretera,578304
25/08/2023,Renfe Cercanías,402835
26/08/2023,Metro de Madrid,935883
26/08/2023,EMT,692167
26/08/2023,Conc. por carretera,370027
26/08/2023,Renfe Cercanías,283521
27/08/2023,Metro de Madrid,821735
27/08/2023,EMT,572047
27/08/2023,Conc. por carretera,303970
27/08/2023,Renfe Cercanías,252729
28/08/2023,Metro de Madrid,1368053
28/08/2023,EMT,1064952
28/08/2023,Conc. por carretera,618363
28/08/2023,Renfe Cercanías,436590
29/08/2023,Metro de Madrid,1450578
29/08/2023,EMT,1113598
29/08/2023,Conc. por carretera,648745
29/08/2023,Renfe Cercanías,454442
30/08/2023,Metro de Madrid,1508673
30/08/2023,EMT,1155362
30/08/2023,Conc. por carretera,668606
30/08/2023,Renfe Cercanías,480207
31/08/2023,Metro de Madrid,1548201
31/08/2023,EMT,1167362
31/08/2023,Conc. por carretera,683556
31/08/2023,Renfe Cercanías,476967
01/09/2023,Metro de Madrid,1647442
01/09/2023,EMT,1236201
01/09/2023,Conc. por carretera,729217
01/09/2023,Renfe Cercanías,487630
02/09/2023,Metro de Madrid,1161415
02/09/2023,EMT,797401
02/09/2023,Conc. por carretera,411497
02/09/2023,Renfe Cercanías,308325
03/09/2023,Metro de Madrid,730164
03/09/2023,EMT,491658
03/09/2023,Conc. por carretera,227237
03/09/2023,Renfe Cercanías,204441
04/09/2023,Metro de Madrid,1644465
04/09/2023,EMT,1378214
04/09/2023,Conc. por carretera,732711
04/09/2023,Renfe Cercanías,488556
05/09/2023,Metro de Madrid,1879932
05/09/2023,EMT,1549716
05/09/2023,Conc. por carretera,844468
05/09/2023,Renfe Cercanías,554469
06/09/2023,Metro de Madrid,1938001
06/09/2023,EMT,1645692
06/09/2023,Conc. por carretera,873799
06/09/2023,Renfe Cercanías,564179
07/09/2023,Metro de Madrid,1966682
07/09/2023,EMT,1665721
07/09/2023,Conc. por carretera,920793
07/09/2023,Renfe Cercanías,577941
08/09/2023,Metro de Madrid,1990211
08/09/2023,EMT,1671550
08/09/2023,Conc. por carretera,911417
08/09/2023,Renfe Cercanías,572224
09/09/2023,Metro de Madrid,1309922
09/09/2023,EMT,914889
09/09/2023,Conc. por carretera,490602
09/09/2023,Renfe Cercanías,358471
10/09/2023,Metro de Madrid,1071563
10/09/2023,EMT,720927
10/09/2023,Conc. por carretera,366848
10/09/2023,Renfe Cercanías,301424
11/09/2023,Metro de Madrid,2019452
11/09/2023,EMT,1618943
11/09/2023,Conc. por carretera,971494
11/09/2023,Renfe Cercanías,611873
12/09/2023,Metro de Madrid,2082566
12/09/2023,EMT,1693732
12/09/2023,Conc. por carretera,993069
12/09/2023,Renfe Cercanías,630741
13/09/2023,Metro de Madrid,2152856
13/09/2023,EMT,1718311
13/09/2023,Conc. por carretera,1031058
13/09/2023,Renfe Cercanías,649689
14/09/2023,Metro de Madrid,2131675
14/09/2023,EMT,1702466
14/09/2023,Conc. por carretera,1007797
14/09/2023,Renfe Cercanías,633814
15/09/2023,Metro de Madrid,2131463
15/09/2023,EMT,1660749
15/09/2023,Conc. por carretera,1003369
15/09/2023,Renfe Cercanías,613164
16/09/2023,Metro de Madrid,1376331
16/09/2023,EMT,961048
16/09/2023,Conc. por carretera,492838
16/09/2023,Renfe Cercanías,366866
17/09/2023,Metro de Madrid,1090924
17/09/2023,EMT,614110
17/09/2023,Conc. por carretera,321544
17/09/2023,Renfe Cercanías,298489
18/09/2023,Metro de Madrid,2082271
18/09/2023,EMT,1695821
18/09/2023,Conc. por carretera,1022771
18/09/2023,Renfe Cercanías,666170
19/09/2023,Metro de Madrid,2180588
19/09/2023,EMT,1760457
19/09/2023,Conc. por carretera,1057685
19/09/2023,Renfe Cercanías,665566
20/09/2023,Metro de Madrid,2254678
20/09/2023,EMT,1774567
20/09/2023,Conc. por carretera,1068145
20/09/2023,Renfe Cercanías,674901
21/09/2023,Metro de Madrid,2217978
21/09/2023,EMT,1730270
21/09/2023,Conc. por carretera,1041134
21/09/2023,Renfe Cercanías,743435
22/09/2023,Metro de Madrid,2290592
22/09/2023,EMT,1766000
22/09/2023,Conc. por carretera,1083207
22/09/2023,Renfe Cercanías,718284
23/09/2023,Metro de Madrid,1496399
23/09/2023,EMT,1034909
23/09/2023,Conc. por carretera,528240
23/09/2023,Renfe Cercanías,448307
24/09/2023,Metro de Madrid,1256982
24/09/2023,EMT,790708
24/09/2023,Conc. por carretera,377714
24/09/2023,Renfe Cercanías,346612
25/09/2023,Metro de Madrid,2107942
25/09/2023,EMT,1734334
25/09/2023,Conc. por carretera,1045294
25/09/2023,Renfe Cercanías,648127
26/09/2023,Metro de Madrid,2197540
26/09/2023,EMT,1785838
26/09/2023,Conc. por carretera,1072159
26/09/2023,Renfe Cercanías,666538
27/09/2023,Metro de Madrid,2289592
27/09/2023,EMT,1765647
27/09/2023,Conc. por carretera,1077244
27/09/2023,Renfe Cercanías,676616
28/09/2023,Metro de Madrid,2259514
28/09/2023,EMT,1769889
28/09/2023,Conc. por carretera,1077429
28/09/2023,Renfe Cercanías,660660
29/09/2023,Metro de Madrid,2325264
29/09/2023,EMT,1774715
29/09/2023,Conc. por carretera,1094887
29/09/2023,Renfe Cercanías,663894
30/09/2023,Metro de Madrid,1537369
30/09/2023,EMT,1039915
30/09/2023,Conc. por carretera,541855
30/09/2023,Renfe Cercanías,440940
01/10/2023,Metro de Madrid,1193009
01/10/2023,EMT,770722
01/10/2023,Conc. por carretera,376053
01/10/2023,Renfe Cercanías,318341
02/10/2023,Metro de Madrid,2175962
02/10/2023,EMT,1801203
02/10/2023,Conc. por carretera,1069789
02/10/2023,Renfe Cercanías,651361
03/10/2023,Metro de Madrid,2307348
03/10/2023,EMT,1804378
03/10/2023,Conc. por carretera,1104627
03/10/2023,Renfe Cercanías,675223
04/10/2023,Metro de Madrid,2400828
04/10/2023,EMT,1816806
04/10/2023,Conc. por carretera,1112252
04/10/2023,Renfe Cercanías,689321
05/10/2023,Metro de Madrid,2373242
05/10/2023,EMT,1828462
05/10/2023,Conc. por carretera,1114288
05/10/2023,Renfe Cercanías,679954
06/10/2023,Metro de Madrid,2409040
06/10/2023,EMT,1796710
06/10/2023,Conc. por carretera,1124291
06/10/2023,Renfe Cercanías,669857
07/10/2023,Metro de Madrid,1673218
07/10/2023,EMT,1035268
07/10/2023,Conc. por carretera,553101
07/10/2023,Renfe Cercanías,438083
08/10/2023,Metro de Madrid,1255611
08/10/2023,EMT,754771
08/10/2023,Conc. por carretera,376655
08/10/2023,Renfe Cercanías,330386
09/10/2023,Metro de Madrid,2218285
09/10/2023,EMT,1743584
09/10/2023,Conc. por carretera,1046371
09/10/2023,Renfe Cercanías,646850
10/10/2023,Metro de Madrid,2322792
10/10/2023,EMT,1800687
10/10/2023,Conc. por carretera,1113222
10/10/2023,Renfe Cercanías,693726
11/10/2023,Metro de Madrid,2448921
11/10/2023,EMT,1834307
11/10/2023,Conc. por carretera,1135460
11/10/2023,Renfe Cercanías,708504
12/10/2023,Metro de Madrid,1536615
12/10/2023,EMT,813426
12/10/2023,Conc. por carretera,443275
12/10/2023,Renfe Cercanías,446203
13/10/2023,Metro de Madrid,1954570
13/10/2023,EMT,1371132
13/10/2023,Conc. por carretera,803371
13/10/2023,Renfe Cercanías,517104
14/10/2023,Metro de Madrid,1471207
14/10/2023,EMT,883296
14/10/2023,Conc. por carretera,489648
14/10/2023,Renfe Cercanías,394701
15/10/2023,Metro de Madrid,1100573
15/10/2023,EMT,656461
15/10/2023,Conc. por carretera,346485
15/10/2023,Renfe Cercanías,306768
16/10/2023,Metro de Madrid,2156159
16/10/2023,EMT,1641980
16/10/2023,Conc. por carretera,1059667
16/10/2023,Renfe Cercanías,636768
17/10/2023,Metro de Madrid,2262592
17/10/2023,EMT,1710497
17/10/2023,Conc. por carretera,1086524
17/10/2023,Renfe Cercanías,662118
18/10/2023,Metro de Madrid,2307953
18/10/2023,EMT,1716294
18/10/2023,Conc. por carretera,1092472
18/10/2023,Renfe Cercanías,669021
19/10/2023,Metro de Madrid,2210730
19/10/2023,EMT,1504066
19/10/2023,Conc. por carretera,950085
19/10/2023,Renfe Cercanías,540930
20/10/2023,Metro de Madrid,2369929
20/10/2023,EMT,1681402
20/10/2023,Conc. por carretera,1092758
20/10/2023,Renfe Cercanías,634434
21/10/2023,Metro de Madrid,1547281
21/10/2023,EMT,931949
21/10/2023,Conc. por carretera,521151
21/10/2023,Renfe Cercanías,376178
22/10/2023,Metro de Madrid,1164478
22/10/2023,EMT,650100
22/10/2023,Conc. por carretera,339141
22/10/2023,Renfe Cercanías,288250
23/10/2023,Metro de Madrid,2231164
23/10/2023,EMT,1647154
23/10/2023,Conc. por carretera,1049730
23/10/2023,Renfe Cercanías,629338
24/10/2023,Metro de Madrid,2320055
24/10/2023,EMT,1716847
24/10/2023,Conc. por carretera,1094860
24/10/2023,Renfe Cercanías,657273
25/10/2023,Metro de Madrid,2347255
25/10/2023,EMT,1737058
25/10/2023,Conc. por carretera,1099312
25/10/2023,Renfe Cercanías,662740
26/10/2023,Metro de Madrid,2320317
26/10/2023,EMT,1648484
26/10/2023,Conc. por carretera,1040044
26/10/2023,Renfe Cercanías,639999
27/10/2023,Metro de Madrid,2462469
27/10/2023,EMT,1716875
27/10/2023,Conc. por carretera,1113995
27/10/2023,Renfe Cercanías,646819
28/10/2023,Metro de Madrid,1660335
28/10/2023,EMT,968422
28/10/2023,Conc. por carretera,526892
28/10/2023,Renfe Cercanías,386998
29/10/2023,Metro de Madrid,1220955
29/10/2023,EMT,663694
29/10/2023,Conc. por carretera,346186
29/10/2023,Renfe Cercanías,295616
30/10/2023,Metro de Madrid,2246220
30/10/2023,EMT,1674984
30/10/2023,Conc. por carretera,1064458
30/10/2023,Renfe Cercanías,642785
31/10/2023,Metro de Madrid,2560399
31/10/2023,EMT,1791531
31/10/2023,Conc. por carretera,1174028
31/10/2023,Renfe Cercanías,684778
01/11/2023,Metro de Madrid,1170046
01/11/2023,EMT,684786
01/11/2023,Conc. por carretera,376830
01/11/2023,Renfe Cercanías,300364
02/11/2023,Metro de Madrid,2254306
02/11/2023,EMT,1579482
02/11/2023,Conc. por carretera,1003025
02/11/2023,Renfe Cercanías,616576
03/11/2023,Metro de Madrid,2373137
03/11/2023,EMT,1668742
03/11/2023,Conc. por carretera,1065717
03/11/2023,Renfe Cercanías,636709
04/11/2023,Metro de Madrid,1508999
04/11/2023,EMT,863746
04/11/2023,Conc. por carretera,472872
04/11/2023,Renfe Cercanías,343173
05/11/2023,Metro de Madrid,1217034
05/11/2023,EMT,694110
05/11/2023,Conc. por carretera,354622
05/11/2023,Renfe Cercanías,302432
06/11/2023,Metro de Madrid,2272864
06/11/2023,EMT,1689538
06/11/2023,Conc. por carretera,1066032
06/11/2023,Renfe Cercanías,646685
07/11/2023,Metro de Madrid,2414631
07/11/2023,EMT,1720663
07/11/2023,Conc. por carretera,1090297
07/11/2023,Renfe Cercanías,668165
08/11/2023,Metro de Madrid,2493936
08/11/2023,EMT,1764415
08/11/2023,Conc. por carretera,1102087
08/11/2023,Renfe Cercanías,676395
09/11/2023,Metro de Madrid,1391673
09/11/2023,EMT,778199
09/11/2023,Conc. por carretera,749805
09/11/2023,Renfe Cercanías,411829
10/11/2023,Metro de Madrid,2236372
10/11/2023,EMT,1584990
10/11/2023,Conc. por carretera,1039290
10/11/2023,Renfe Cercanías,603839
11/11/2023,Metro de Madrid,1560859
11/11/2023,EMT,924384
11/11/2023,Conc. por carretera,515505
11/11/2023,Renfe Cercanías,389489
12/11/2023,Metro de Madrid,1298006
12/11/2023,EMT,684075
12/11/2023,Conc. por carretera,368528
12/11/2023,Renfe Cercanías,330565
13/11/2023,Metro de Madrid,2221324
13/11/2023,EMT,1663243
13/11/2023,Conc. por carretera,1056405
13/11/2023,Renfe Cercanías,644794
14/11/2023,Metro de Madrid,2323616
14/11/2023,EMT,1720101
14/11/2023,Conc. por carretera,1092043
14/11/2023,Renfe Cercanías,655562
15/11/2023,Metro de Madrid,2365950
15/11/2023,EMT,1697726
15/11/2023,Conc. por carretera,1145566
15/11/2023,Renfe Cercanías,661354
16/11/2023,Metro de Madrid,2371757
16/11/2023,EMT,1686137
16/11/2023,Conc. por carretera,1065763
16/11/2023,Renfe Cercanías,655422
17/11/2023,Metro de Madrid,2455244
17/11/2023,EMT,1709497
17/11/2023,Conc. por carretera,1108509
17/11/2023,Renfe Cercanías,668832
18/11/2023,Metro de Madrid,1739314
18/11/2023,EMT,955367
18/11/2023,Conc. por carretera,546125
18/11/2023,Renfe Cercanías,433290
19/11/2023,Metro de Madrid,1225676
19/11/2023,EMT,688026
19/11/2023,Conc. por carretera,364711
19/11/2023,Renfe Cercanías,323964
20/11/2023,Metro de Madrid,2241001
20/11/2023,EMT,1675880
20/11/2023,Conc. por carretera,1069858
20/11/2023,Renfe Cercanías,650993
21/11/2023,Metro de Madrid,2355780
21/11/2023,EMT,1715423
21/11/2023,Conc. por carretera,1091857
21/11/2023,Renfe Cercanías,669871
22/11/2023,Metro de Madrid,2397443
22/11/2023,EMT,1715352
22/11/2023,Conc. por carretera,1088914
22/11/2023,Renfe Cercanías,676302
23/11/2023,Metro de Madrid,2479058
23/11/2023,EMT,1727815
23/11/2023,Conc. por carretera,1095001
23/11/2023,Renfe Cercanías,681199
24/11/2023,Metro de Madrid,2534026
24/11/2023,EMT,1795558
24/11/2023,Conc. por carretera,1118698
24/11/2023,Renfe Cercanías,621325
25/11/2023,Metro de Madrid,1836108
25/11/2023,EMT,1043545
25/11/2023,Conc. por carretera,554229
25/11/2023,Renfe Cercanías,425172
26/11/2023,Metro de Madrid,1278494
26/11/2023,EMT,764396
26/11/2023,Conc. por carretera,379882
26/11/2023,Renfe Cercanías,321747
27/11/2023,Metro de Madrid,2320842
27/11/2023,EMT,1695347
27/11/2023,Conc. por carretera,1079651
27/11/2023,Renfe Cercanías,602481
28/11/2023,Metro de Madrid,2387645
28/11/2023,EMT,1730110
28/11/2023,Conc. por carretera,1096819
28/11/2023,Renfe Cercanías,623325
29/11/2023,Metro de Madrid,2439909
29/11/2023,EMT,1716246
29/11/2023,Conc. por carretera,1094526
29/11/2023,Renfe Cercanías,649691
30/11/2023,Metro de Madrid,2405327
30/11/2023,EMT,1644888
30/11/2023,Conc. por carretera,1052113
30/11/2023,Renfe Cercanías,620402
01/12/2023,Metro de Madrid,2562692
01/12/2023,EMT,1724485
01/12/2023,Conc. por carretera,1109067
01/12/2023,Renfe Cercanías,653493
02/12/2023,Metro de Madrid,1887287
02/12/2023,EMT,994011
02/12/2023,Conc. por carretera,558676
02/12/2023,Renfe Cercanías,434915
03/12/2023,Metro de Madrid,1310762
03/12/2023,EMT,684427
03/12/2023,Conc. por carretera,368248
03/12/2023,Renfe Cercanías,318078
04/12/2023,Metro de Madrid,2267161
04/12/2023,EMT,1649581
04/12/2023,Conc. por carretera,1043200
04/12/2023,Renfe Cercanías,624991
05/12/2023,Metro de Madrid,2447870
05/12/2023,EMT,1714046
05/12/2023,Conc. por carretera,1101787
05/12/2023,Renfe Cercanías,631244
06/12/2023,Metro de Madrid,1503212
06/12/2023,EMT,760709
06/12/2023,Conc. por carretera,450052
06/12/2023,Renfe Cercanías,370379
07/12/2023,Metro de Madrid,1857965
07/12/2023,EMT,1156757
07/12/2023,Conc. por carretera,691383
07/12/2023,Renfe Cercanías,435117
08/12/2023,Metro de Madrid,1617686
08/12/2023,EMT,793944
08/12/2023,Conc. por carretera,452950
08/12/2023,Renfe Cercanías,368832
09/12/2023,Metro de Madrid,1588364
09/12/2023,EMT,887838
09/12/2023,Conc. por carretera,483325
09/12/2023,Renfe Cercanías,353672
10/12/2023,Metro de Madrid,1145499
10/12/2023,EMT,616552
10/12/2023,Conc. por carretera,332361
10/12/2023,Renfe Cercanías,281822
11/12/2023,Metro de Madrid,2242209
11/12/2023,EMT,1725446
11/12/2023,Conc. por carretera,1056458
11/12/2023,Renfe Cercanías,612500
12/12/2023,Metro de Madrid,2370074
12/12/2023,EMT,1700660
12/12/2023,Conc. por carretera,1080499
12/12/2023,Renfe Cercanías,644627
13/12/2023,Metro de Madrid,2479214
13/12/2023,EMT,1720763
13/12/2023,Conc. por carretera,1087338
13/12/2023,Renfe Cercanías,661718
14/12/2023,Metro de Madrid,2468457
14/12/2023,EMT,1726685
14/12/2023,Conc. por carretera,1093311
14/12/2023,Renfe Cercanías,656305
15/12/2023,Metro de Madrid,2587679
15/12/2023,EMT,1727555
15/12/2023,Conc. por carretera,1119305
15/12/2023,Renfe Cercanías,646033
16/12/2023,Metro de Madrid,1866313
16/12/2023,EMT,1015716
16/12/2023,Conc. por carretera,569026
16/12/2023,Renfe Cercanías,421844
17/12/2023,Metro de Madrid,1388460
17/12/2023,EMT,733260
17/12/2023,Conc. por carretera,387195
17/12/2023,Renfe Cercanías,333598
18/12/2023,Metro de Madrid,2325777
18/12/2023,EMT,1669925
18/12/2023,Conc. por carretera,1048836
18/12/2023,Renfe Cercanías,644524
19/12/2023,Metro de Madrid,2424413
19/12/2023,EMT,1701269
19/12/2023,Conc. por carretera,1067478
19/12/2023,Renfe Cercanías,644862
20/12/2023,Metro de Madrid,2437391
20/12/2023,EMT,1670642
20/12/2023,Conc. por carretera,1054315
20/12/2023,Renfe Cercanías,643214
21/12/2023,Metro de Madrid,2432377
21/12/2023,EMT,1683197
21/12/2023,Conc. por carretera,1061301
21/12/2023,Renfe Cercanías,636823
22/12/2023,Metro de Madrid,2272102
22/12/2023,EMT,1564686
22/12/2023,Conc. por carretera,994810
22/12/2023,Renfe Cercanías,591207
23/12/2023,Metro de Madrid,1506599
23/12/2023,EMT,942950
23/12/2023,Conc. por carretera,513173
23/12/2023,Renfe Cercanías,368698
24/12/2023,Metro de Madrid,845662
24/12/2023,EMT,507347
24/12/2023,Conc. por carretera,280444
24/12/2023,Renfe Cercanías,221378
25/12/2023,Metro de Madrid,669494
25/12/2023,EMT,360807
25/12/2023,Conc. por carretera,186479
25/12/2023,Renfe Cercanías,188747
26/12/2023,Metro de Madrid,1782567
26/12/2023,EMT,1181091
26/12/2023,Conc. por carretera,717275
26/12/2023,Renfe Cercanías,494248
27/12/2023,Metro de Madrid,1900989
27/12/2023,EMT,1240866
27/12/2023,Conc. por carretera,749823
27/12/2023,Renfe Cercanías,523457
28/12/2023,Metro de Madrid,1906391
28/12/2023,EMT,1229269
28/12/2023,Conc. por carretera,743479
28/12/2023,Renfe Cercanías,510250
29/12/2023,Metro de Madrid,1867870
29/12/2023,EMT,1224719
29/12/2023,Conc. por carretera,726375
29/12/2023,Renfe Cercanías,490035
30/12/2023,Metro de Madrid,1437815
30/12/2023,EMT,888385
30/12/2023,Conc. por carretera,474054
30/12/2023,Renfe Cercanías,353430
31/12/2023,Metro de Madrid,1024351
31/12/2023,EMT,496781
31/12/2023,Conc. por carretera,267602
31/12/2023,Renfe Cercanías,231766
01/01/2024,Metro de Madrid,724179
01/01/2024,EMT,352350
01/01/2024,Conc. por carretera,178407
01/01/2024,Renfe Cercanías,184742
02/01/2024,Metro de Madrid,1723388
02/01/2024,EMT,1143988
02/01/2024,Conc. por carretera,694965
02/01/2024,Renfe Cercanías,461205
03/01/2024,Metro de Madrid,1862751
03/01/2024,EMT,1222397
03/01/2024,Conc. por carretera,728298
03/01/2024,Renfe Cercanías,483965
04/01/2024,Metro de Madrid,1865744
04/01/2024,EMT,1218430
04/01/2024,Conc. por carretera,743028
04/01/2024,Renfe Cercanías,482422
05/01/2024,Metro de Madrid,1940825
05/01/2024,EMT,1196201
05/01/2024,Conc. por carretera,690988
05/01/2024,Renfe Cercanías,486210
06/01/2024,Metro de Madrid,984441
06/01/2024,EMT,539007
06/01/2024,Conc. por carretera,284178
06/01/2024,Renfe Cercanías,246778
07/01/2024,Metro de Madrid,1093946
07/01/2024,EMT,645814
07/01/2024,Conc. por carretera,349936
07/01/2024,Renfe Cercanías,285276
08/01/2024,Metro de Madrid,2041458
08/01/2024,EMT,1586179
08/01/2024,Conc. por carretera,967198
08/01/2024,Renfe Cercanías,567528
09/01/2024,Metro de Madrid,2124018
09/01/2024,EMT,1644267
09/01/2024,Conc. por carretera,993601
09/01/2024,Renfe Cercanías,583788
10/01/2024,Metro de Madrid,2171720
10/01/2024,EMT,1570406
10/01/2024,Conc. por carretera,987115
10/01/2024,Renfe Cercanías,590292
11/01/2024,Metro de Madrid,2198526
11/01/2024,EMT,1587568
11/01/2024,Conc. por carretera,997683
11/01/2024,Renfe Cercanías,590521
12/01/2024,Metro de Madrid,2275519
12/01/2024,EMT,1592422
12/01/2024,Conc. por carretera,1029070
12/01/2024,Renfe Cercanías,599287
13/01/2024,Metro de Madrid,1518823
13/01/2024,EMT,893819
13/01/2024,Conc. por carretera,505804
13/01/2024,Renfe Cercanías,358173
